{52.52, 13.38}
{48.57, 8.70}
{51.4, 11.67}
{49.15, 8.31}
{52.33, 14.35}
{51.98, 11.3}
{52.42, 10.6}
{49.75, 12.3}
{51.53, 14.67}
{51.75, 11.08}
{49.42, 8.}
{49.92, 12.53}
{48.03, 9.70}
{52.1, 11.29}
{48.37,13.12}
{50.85, 12.57}
{52.08, 11.12}
{53.55, 7.3}
{52.27, 11.57}
{54.13, 12.67}
{49.82,7.520}
{49.97, 9.39}
{51.08, 8.62}
{47.93,8.08}
{50.4, 9.77}
{47.97, 12.73}
{52.7, 8.83}
{49.05,8.04}
{50.38, 10.55}
{49.7, 11.1}
{49.83, 10.93}
{51.85, 10.98}
{52.33, 14.02}
{48.23, 12.62}
{50.55, 7.42}
{50.73, 10.37}
{48.13, 9.48}
{53.32, 8.67}
{54.57, 9.18}
{50.13, 11.52}
{53.9, 9.55}
{52.12,13.62}
{50.65, 11.55}
{48.55,11.87}
{53.97, 11.07}
{47.80, 8.03}
{53.73, 8.63}
{51.08, 12.1}
{50.45, 12.37}
{50.82, 10.20}
{49.51, 8.07}
{52.53, 10.87}
{48.53, 12.33}
{52.7, 8.55}
{49.78, 9.38}
{50.59, 7.51}
{48.77,13.03}
{53.42, 13.26}
{48.58, 9.57}
{50.52, 11.18}
{53.18,13.87}
{49.97, 10.42}
{48.35,12.17}
{54.7, 9.52}
{48.13, 10.08}
{49.79, 9.73}
{50.1, 9.25}
{50.95,9.78}
{54.12, 13.77}
{48.30, 13.15}
{48.53,9.78}
{48., 8.1}
{51.45, 10.99}
{50.73, 7.88}
{49.7, 6.71}
{50.63, 10.17}
{50.53, 12.87}
{50.42, 7.13}
{49.83,7.770}
{48.13, 11.20}
{53.87,13.92}
{49.63, 6.83}
{48.23, 8.8}
{50.15, 10.43}
{50.53, 7.05}
{51.17, 10.98}
{50.53, 11.93}
{50.32,12.37}
{53.37, 8.70}
{48.48, 8.03}
{49.62, 11.52}
{47.77, 7.65}
{47.88, 10.27}
{47.92, 10.20}
{48.12, 9.98}
{50.5, 7.9}
{50.12, 9.27}
{50.75, 7.82}
{52.18, 11.05}
{50.65, 7.92}
{49.5, 11.38}
{49.78, 10.15}
{48.58, 9.22}
{51.38, 9.88}
{52.75, 12.33}
{50.1, 9.93}
{49.9, 7.82}
{48.52,9.75}
{48.15, 12.1}
{49.30, 8.11}
{49.9,11.87}
{54.37, 9.65}
{51.67, 12.07}
{53.73, 10.32}
{49.15, 12.73}
{50.37, 7.75}
{47.73, 10.68}
{49.98, 11.92}
{49.73, 8.29}
{49.93, 9.77}
{50.28, 7.83}
{52.22, 12.85}
{53.83, 9.28}
{48.52, 12.42}
{49.35, 7.58}
{47.88, 10.72}
{49.87, 9.49}
{51.55, 11.47}
{49.86, 9.31}
{50.45, 7.38}
{48.95, 10.02}
{51.12, 11.55}
{54.02, 9.38}
{51.73,11.12}
{48.75, 9.67}
{52.23,14.53}
{48.85, 9.95}
{51.57, 10.12}
{51.02, 12.72}
{52.12, 10.58}
{48.43, 10.45}
{53.17, 13.77}
{49.93, 12.}
{54.28, 9.17}
{51.62, 12.27}
{53.07, 9.32}
{50.05, 9.78}
{53.48, 9.05}
{48.17, 10.52}
{49.12, 8.32}
{53.32, 10.28}
{48.88, 9.82}
{49.65, 10.17}
{49.07, 12.72}
{51.82, 14.18}
{53.9, 11.88}
{49.42, 11.63}
{49.07,12.45}
{51.23, 10.6}
{48.23,11.07}
{49.07, 12.4}
{51.07, 10.93}
{49.61, 8.24}
{48.97, 10.35}
{49.08, 12.75}
{50.27, 9.87}
{52., 11.65}
{50.72, 9.9}
{51.6, 11.87}
{54.35, 13.05}
{49.84,8.05}
{54.48, 9.70}
{51.53, 11.48}
{53.67,9.85}
{49.22, 12.23}
{51.05, 12.03}
{51.58,13.87}
{52.72, 9.17}
{50.85, 14.70}
{48.88,9.87}
{47.93, 10.72}
{49.80, 12.47}
{54.75,9.9}
{49.80, 7.58}
{47.85,12.62}
{51.6, 13.5}
{48.08, 10.73}
{49.12,8.14}
{48.47, 11.23}
{50.47, 12.78}
{49.87,9.6}
{51.47, 11.75}
{51.77, 10.17}
{48.17, 10.9}
{52.1, 11.5}
{49.35, 10.20}
{52.62, 8.48}
{54.28, 10.65}
{50.77,12.77}
{48.30, 8.37}
{53.28, 9.98}
{49.25,9.85}
{50.27, 10.4}
{49.32, 8.88}
{48.9, 11.}
{52.33, 11.25}
{51.83,11.20}
{50.17, 11.18}
{48.687124, 13.38305}
{51.2, 14.05}
{48.75, 9.63}
{50.32, 6.560}
{48.6, 13.12}
{47.73, 10.97}
{53.28, 10.53}
{49.19, 8.23}
{53.52, 9.13}
{49.55, 11.5}
{50.85, 12.43}
{47.7, 13.03}
{49.02, 12.98}
{49.67, 10.17}
{51.31667, 9.66667}
{49.39, 9.01}
{49.4,12.38}
{52.43, 7.43}
{47.97, 9.58}
{49.72, 7.810}
{53.73, 10.22}
{52.43, 7.75}
{48.22, 11.88}
{53.12, 13.65}
{52.72, 13.62}
{52.57, 7.82}
{52.23, 10.92}
{48.17, 12.23}
{53.6, 10.63}
{49.62, 11.63}
{48., 10.22}
{50.28, 10.18}
{51.2,12.70}
{51.08, 14.45}
{49.13, 12.55}
{50.67,12.83}
{54.33, 9.98}
{50.72, 12.05}
{51.28, 13.98}
{49.55,7.45}
{47.62, 9.98}
{49.77, 7.7}
{54.2, 12.3}
{53.35, 10.4}
{47.92,10.17}
{48.65, 9.70}
{51.05, 11.43}
{48.91, 10.58}
{51.98, 9.57}
{49.53, 10.57}
{49.54, 8.01}
{53.1, 10.73}
{52.5, 6.8}
{52.62, 8.45}
{52.4, 11.3}
{50.80, 10.28}
{48.05, 10.42}
{54.15, 12.18}
{53.4, 9.70}
{48.73, 11.83}
{52.08, 10.28}
{48.6, 13.52}
{47.72, 12.4}
{49.92, 12.15}
{48.02,10.97}
{52.85, 13.6}
{49.92, 9.8}
{54.32, 10.03}
{48.12,12.17}
{47.62, 9.78}
{53.68, 7.}
{51.07, 14.9}
{52.13, 14.57}
{49.75,7.}
{50.77, 7.87}
{51.88, 11.48}
{52.42, 9.23}
{49.25, 8.32}
{50.13,10.84}
{53.13, 9.22}
{51.87, 11.27}
{51.92, 11.9}
{51.23, 9.88}
{48.87, 12.28}
{54.18, 12.88}
{50.53, 12.08}
{48.95, 12.47}
{49.5, 7.7}
{50.92,14.70}
{51.05, 14.67}
{53.2, 7.72}
{53.9,10.08}
{53.85, 10.33}
{49.72, 11.17}
{51.05, 14.22}
{49.32,7.63}
{48.08, 11.03}
{50.17, 11.83}
{49.73, 12.35}
{49.65,8.1}
{53.53, 9.55}
{49.11, 8.81}
{52.5, 9.12}
{49.54,8.18}
{50.03, 7.32}
{54.58, 9.98}
{49.77, 7.8}
{47.6, 10.}
{54.13,11.92}
{51.43, 11.9}
{51.18, 13.97}
{52.7, 9.27}
{48.2, 8.03}
{49.02,10.22}
{52.38, 10.45}
{48.7, 12.3}
{48.65, 9.52}
{53.37, 8.53}
{49.05, 10.8}
{48.18, 10.27}
{49.26, 9.52}
{49.62, 9.84}
{49.37, 7.48}
{49.17, 10.64}
{48.43, 13.27}
{53.18, 9.1}
{48.18, 8.78}
{50.97, 14.03}
{52.68, 9.22}
{53.62, 10.35}
{51.30, 13.48}
{52.58, 7.83}
{49.75, 10.78}
{50.1, 10.47}
{53.23, 10.25}
{49.17, 7.55}
{50.65, 11.5}
{48.13, 9.70}
{52.53,6.850}
{53.75, 9.5}
{51.07, 12.75}
{48.4, 11.22}
{53.95,10.47}
{49.77, 9.25}
{48.6, 9.22}
{51.5, 9.72}
{54.22, 10.28}
{47.82,10.58}
{48.62, 11.95}
{50.67,7.770}
{53.62, 9.6}
{48.12, 12.33}
{47.7, 8.4}
{52.05, 11.13}
{53.73, 8.92}
{52.58, 9.15}
{49.35, 8.88}
{49.42, 10.43}
{49.72, 11.13}
{50.35,12.13}
{53.22, 10.47}
{49.12, 7.8}
{49.2, 7.75}
{51.07, 11.25}
{49.55, 8.26}
{51.28, 14.77}
{50.15, 11.17}
{49.77, 10.28}
{51.63, 12.4}
{53.27, 9.68}
{51.43,11.32}
{48.25, 8.12}
{51.37, 13.4}
{54.55, 9.63}
{47.78, 10.82}
{49.14, 8.13}
{48.27, 10.6}
{50.63, 10.87}
{49.92, 7.270}
{48.47, 10.43}
{48.85, 10.61}
{53.95, 10.25}
{54.05, 14.}
{53.13, 14.08}
{48.05, 8.78}
{47.75, 10.98}
{51.58, 13.57}
{49.27, 9.09}
{47.83, 10.73}
{51.4, 10.39}
{47.67, 11.03}
{48.32, 8.12}
{51.02, 10.27}
{50.43, 12.32}
{48.03, 10.15}
{50.55, 7.3}
{48.93, 12.88}
{54.27, 9.52}
{49.30, 11.8}
{52.43, 7.5}
{51.72, 12.8}
{48.02, 11.}
{51.25, 14.57}
{48.80, 8.58}
{48.63, 10.63}
{52.22, 14.65}
{53.30, 10.03}
{51.55, 11.95}
{49.6, 6.68}
{51.85, 12.35}
{50.9, 7.8}
{48.52, 11.03}
{50.9, 10.85}
{51.80, 12.58}
{48.9, 12.48}
{49.25, 10.28}
{53.93, 9.57}
{49.63, 8.04}
{52.67, 12.}
{53.93, 9.47}
{51.6, 12.93}
{49.42, 12.13}
{51.9,12.20}
{48.2, 12.28}
{50.72, 10.73}
{49.09,7.72}
{50.1, 11.53}
{54.65, 9.48}
{48.07, 9.98}
{50.07, 11.55}
{53.23, 7.57}
{50.22, 10.98}
{48.25, 8.07}
{48.23, 10.85}
{52.07, 14.20}
{50.27, 10.18}
{52.07, 10.17}
{53.63, 7.67}
{50.63, 7.87}
{49.51, 9.97}
{52.62, 10.3}
{48.85, 13.27}
{52.93, 8.97}
{54.27,9.62}
{51.68, 12.27}
{49.7, 10.03}
{53.07, 10.88}
{54.30, 12.37}
{52.57, 14.08}
{53.33, 7.55}
{51.57, 12.95}
{47.88, 10.74}
{47.65, 7.64}
{48.65, 13.4}
{48.65, 10.5}
{49.63, 12.1}
{48.33, 11.08}
{49.83, 12.1}
{48.83, 10.69}
{47.98, 12.38}
{54.43, 12.58}
{50.4, 10.32}
{50.35, 10.3}
{49.76, 8.17}
{49.98, 7.12}
{50.97, 11.15}
{48.30, 12.38}
{47.57, 9.95}
{53.37,10.5}
{49.71, 6.48}
{50.22, 7.62}
{48.25, 11.1}
{49.25, 10.25}
{52.75,8.70}
{47.9, 10.42}
{49.80, 7.5}
{49.92, 6.95}
{48.42, 13.15}
{51.32, 11.93}
{52.07, 9.75}
{49.45, 11.42}
{49.62, 6.43}
{49.79, 9.41}
{48.7, 11.72}
{49.07, 8.11}
{53.48, 9.57}
{49.2, 7.37}
{49.75,12.23}
{49.77, 6.73}
{49.97, 7.600}
{49.91, 9.88}
{53.55, 10.78}
{49.52, 8.06}
{49.77, 8.12}
{52.88,7.770}
{54.33, 9.02}
{48.65, 12.33}
{49.73,10.25}
{49.2, 12.88}
{50.52, 7.}
{50.78, 10.78}
{49.82, 9.77}
{48.08,11.12}
{53.6, 11.55}
{50.1, 11.65}
{50.58, 11.15}
{53.55, 9.6}
{51.57, 10.15}
{49.31, 9.11}
{53.30, 10.15}
{51.07, 10.85}
{47.92, 10.93}
{48.78, 10.83}
{53., 11.8}
{51.93, 11.3}
{53.87, 10.25}
{49.7, 8.2}
{53.68, 10.5}
{53.77, 9.83}
{48.02, 12.03}
{49.12,11.92}
{50.27, 7.63}
{52.57, 10.8}
{49.45, 10.37}
{51.05, 9.87}
{53.6, 10.27}
{50.75, 7.65}
{50.82, 10.78}
{50.42, 7.82}
{53.85, 9.72}
{48.6, 11.88}
{52.30, 9.1}
{49.75, 10.23}
{49.02,10.37}
{51.4, 13.57}
{51.33, 11.97}
{54.5, 9.02}
{50.55, 7.29}
{50.15, 10.03}
{49.88, 7.770}
{48.85, 13.13}
{50.07, 9.22}
{50.07, 10.8}
{50.85, 14.73}
{53.13, 10.6}
{50.37, 11.95}
{52.58, 10.43}
{48.47, 10.34}
{49.68, 10.23}
{50.67, 12.88}
{49.86, 9.84}
{47.58, 9.62}
{54.43, 9.12}
{49.85, 6.37}
{49.95, 11.57}
{49.62, 11.07}
{53.22, 10.3}
{54.05, 13.42}
{49.88, 8.08}
{53.85, 9.4}
{51.83, 12.42}
{52.18, 11.48}
{49.78, 7.68}
{48.18, 9.68}
{54.28, 9.9}
{54.15, 10.48}
{49.9, 8.09}
{51., 11.37}
{48.6, 10.37}
{50.32,10.37}
{52.68, 12.07}
{48.23, 10.97}
{52.23, 9.09}
{49.68, 10.63}
{49.86, 8.24}
{50.15, 10.73}
{51.92, 11.6}
{51.72, 11.70}
{54.02, 13.48}
{48.12, 10.83}
{51.5, 11.73}
{49.07, 8.15}
{47.67, 12.02}
{48.12, 12.12}
{51.45, 10.67}
{52.97, 7.45}
{54.33, 10.57}
{50.58, 12.25}
{49.22, 10.78}
{47.63, 9.72}
{49.26,8.29}
{54.07, 10.77}
{51.58, 14.62}
{52.13,11.1}
{49.85, 8.18}
{52.35, 9.32}
{52.17, 11.5}
{48.35, 11.13}
{51.87, 9.58}
{50.48, 10.48}
{49.78, 7.9}
{49.6, 6.600}
{51.51, 10.91}
{47.65, 10.05}
{50.53, 7.42}
{51.98, 14.3}
{49.86, 8.26}
{49.74, 8.33}
{50.85,10.70}
{53.53, 13.17}
{54.78, 9.03}
{52.67, 14.23}
{49.88,11.45}
{50.55, 12.05}
{53.4, 11.72}
{48.18,11.12}
{51.18, 11.9}
{52.97, 10.42}
{49.1, 12.3}
{48.87, 12.22}
{48.15, 10.8}
{52.87, 8.92}
{54.5, 9.83}
{48.25, 10.33}
{49.27, 7.68}
{50.4, 7.14}
{52.23, 11.82}
{49.55, 10.07}
{49.53, 11.58}
{50.17, 6.47}
{49.58, 6.57}
{52.43, 11.5}
{51.28, 10.28}
{53.92, 13.27}
{52.89, 10.96}
{51.85, 10.72}
{49.67, 11.32}
{48.52, 9.47}
{48.53,10.70}
{51.6, 11.55}
{54.45, 13.25}
{50.75, 7.7}
{48.9,12.02}
{50.98, 14.78}
{51.57, 11.28}
{54.17, 10.72}
{48.1, 9.}
{54.43, 10.17}
{53.65, 11.18}
{53.87, 10.52}
{51.55, 12.03}
{48.28, 9.37}
{51.15, 12.23}
{49.9, 10.72}
{50.57, 7.600}
{54.27, 9.85}
{49.39, 12.15}
{52.7, 10.5}
{49.53, 12.33}
{52.25, 12.83}
{51.5, 11.8}
{49.93, 11.12}
{49.45, 8.22}
{49.98, 12.45}
{53.08, 9.6}
{49.6, 11.17}
{51.92, 10.77}
{49.95, 6.92}
{47.68, 12.8}
{53.58, 9.33}
{48.4, 11.17}
{49., 12.63}
{48.5,10.4}
{48.48, 11.57}
{48.55,11.95}
{50.37, 7.99}
{50.38, 7.23}
{49.6,11.52}
{48.12, 11.13}
{50., 6.95}
{49.85, 8.32}
{47.72,9.27}
{48.18, 10.02}
{49.38, 7.98}
{48.15, 8.87}
{50.35,6.520}
{54.2, 9.53}
{50.07, 7.13}
{52.73,9.23}
{51.37, 14.87}
{54.63, 13.23}
{51.5,11.37}
{50.07, 7.42}
{48.17, 11.13}
{53.97, 9.9}
{52.35,9.22}
{53.23, 9.73}
{51.95, 11.48}
{52.63, 13.97}
{51.35,11.75}
{49.31, 9.47}
{52.77, 9.55}
{53.72, 11.42}
{49., 12.82}
{51.2,12.62}
{51.80, 11.38}
{51.48,12.13}
{50.4, 7.66}
{49.45, 8.24}
{48.17, 10.72}
{53.23,10.88}
{50.23, 7.43}
{47.83, 10.38}
{49.7, 10.02}
{49.80, 9.69}
{49.35, 7.68}
{50.78, 10.45}
{53.55, 11.57}
{48.25, 11.17}
{49.7, 10.83}
{53.78, 10.65}
{54.47, 9.23}
{51.03, 14.57}
{49.47, 7.47}
{53.6, 10.22}
{53.74, 9.13}
{48.1, 8.8}
{47.85, 10.9}
{52.73,8.83}
{47.87, 10.53}
{51.73, 13.77}
{53.97,13.55}
{50.1, 12.23}
{51.65, 12.23}
{53.15, 10.15}
{48.57, 8.17}
{50.43, 12.47}
{51.55, 10.58}
{53.57, 7.55}
{52.58,10.87}
{49.80, 8.19}
{49.73,12.22}
{50.85, 12.95}
{50.35, 7.28}
{51.27, 13.8}
{50.38, 12.43}
{51.62, 12.82}
{54.5, 9.32}
{51.48, 11.83}
{49.1, 11.98}
{49.93, 7.}
{54.85, 9.02}
{53.73, 13.32}
{48.9, 12.37}
{54.33, 10.93}
{48.85, 13.07}
{50.43, 12.25}
{47.82, 10.45}
{49.82, 6.88}
{50.78, 12.25}
{48.57, 10.83}
{49.12, 7.57}
{51.33, 11.93}
{54.6, 9.42}
{48.73, 11.58}
{50.27, 7.32}
{48.32, 13.08}
{52.53,11.62}
{52.92, 7.33}
{47.73, 11.22}
{51.75,11.68}
{49.55, 6.53}
{48.96, 10.6}
{54.23,10.37}
{51.15, 14.13}
{53.58, 9.20}
{50.33,8.05}
{50.98, 12.22}
{51.55, 12.08}
{52.23, 14.6}
{49.05, 7.95}
{53.68, 12.98}
{53.45, 9.}
{53.48, 13.8}
{50.05, 10.}
{51.77,11.8}
{51.57, 11.95}
{49.15,7.93}
{48.68, 13.72}
{50.45, 7.7}
{51.9, 10.73}
{53.58,11.3}
{50.73, 11.58}
{48.68, 11.17}
{50.13, 7.}
{51.22,14.}
{53.62, 8.77}
{48.85, 12.43}
{54.73, 9.5}
{49.38, 12.35}
{51.53, 10.42}
{50.78, 10.73}
{50.72, 12.37}
{48.6, 11.22}
{48.65, 10.65}
{51.38, 12.17}
{52.97, 7.28}
{47.62, 11.03}
{50.82, 12.45}
{49.05, 11.13}
{52.92, 11.34}
{51.47, 10.5}
{49.5, 7.55}
{52.23, 11.72}
{49.12, 10.83}
{48.38, 12.13}
{54.80, 9.63}
{53.95, 13.85}
{50.77, 12.43}
{47.95, 11.9}
{47.62, 10.02}
{52.17, 12.37}
{48.83, 13.77}
{50.4, 12.1}
{49.78, 7.57}
{48.78, 10.58}
{51.4, 10.4}
{48.13, 10.48}
{53.67, 11.9}
{53.93, 12.42}
{51.52, 11.42}
{51.55, 10.17}
{53.95, 9.15}
{54.2, 12.88}
{54.53, 9.98}
{49.77, 8.}
{49.2, 7.68}
{51.35, 14.6}
{47.92, 12.72}
{49.7, 12.42}
{50.82, 10.70}
{51.1, 11.13}
{50.72, 7.55}
{50.58, 7.92}
{49.43, 12.48}
{52.88, 10.88}
{49.63, 10.6}
{50.15, 7.73}
{47.7, 8.68}
{53.28, 10.15}
{50.12, 6.9}
{48.33,9.05}
{49.36, 9.34}
{48.72, 13.20}
{52.98,11.06}
{49.17, 10.65}
{54.32, 12.5}
{48.43, 10.25}
{53.48,9.6}
{49.97, 12.17}
{48.38, 9.57}
{50.58, 7.270}
{53.7,12.75}
{51.48, 14.72}
{54.05, 9.92}
{50.38,7.73}
{51.85, 12.75}
{49.83, 10.6}
{51.38, 13.62}
{49.48,7.53}
{53.97, 10.32}
{48.83, 12.8}
{51.07, 14.63}
{50.9, 10.88}
{51.12, 14.78}
{51.12, 10.57}
{50.03, 9.43}
{49.03, 12.67}
{49.72, 6.98}
{49.03, 10.27}
{50.96,11.21}
{50.78, 13.17}
{49.63, 6.55}
{50.28, 7.45}
{49.97, 7.72}
{48.35,12.08}
{48.03, 12.04}
{48.17, 11.17}
{50.13, 10.65}
{52.2,14.02}
{50.45, 7.87}
{48.22, 10.83}
{49.93, 8.03}
{50.85, 11.6}
{48.,12.05}
{53.55, 14.05}
{50.83, 10.58}
{47.52, 11.28}
{52.18,11.53}
{47.95, 7.82}
{54.73, 9.73}
{48.05,12.17}
{50.05, 10.72}
{48.5, 10.67}
{49.83,10.20}
{48.72, 10.93}
{51.55, 10.05}
{54.25,12.63}
{49.23, 7.48}
{51.2, 11.92}
{48.52, 10.93}
{47.68,11.3}
{50.08, 12.23}
{50.75, 9.95}
{49.37,10.3}
{51.15, 10.45}
{49.79, 9.49}
{47.6,10.12}
{49.4, 8.2}
{50.12, 9.75}
{47.7, 8.1}
{52.65, 9.33}
{52.68, 10.4}
{47.95, 10.23}
{51.52, 11.52}
{49.45, 7.32}
{53.33, 10.38}
{49.93, 7.87}
{52.27,12.62}
{48.03, 10.67}
{52.93, 7.28}
{54.22, 9.93}
{49.83,11.89}
{48.58, 9.27}
{49.80, 7.82}
{53.22, 11.32}
{49.62, 10.63}
{48.63, 9.65}
{50.80, 11.05}
{54.33, 9.72}
{49.93, 11.78}
{50.35, 6.74}
{53.57, 10.33}
{48.89, 10.6}
{48.03, 11.88}
{54.1825, 7.885278}
{49.87, 10.42}
{48.80,13.15}
{49.13, 7.83}
{52.23, 11.52}
{49.95, 11.93}
{47.67,9.32}
{48.5, 10.45}
{50.9,12.20}
{50.95, 12.20}
{47.9, 10.57}
{53.53,13.6}
{48.22, 11.12}
{49.33, 7.62}
{53.1, 9.52}
{49.35,10.70}
{51.9, 12.72}
{49.97, 11.85}
{49.87,9.64}
{48.67, 12.38}
{52.87, 7.600}
{52.13,10.63}
{51.9, 10.67}
{53.58, 11.20}
{49.80,11.9}
{49.75, 9.18}
{52.62, 8.73}
{49.85, 6.47}
{50.4,7.62}
{47.88, 12.42}
{48.27, 10.}
{49.07, 11.97}
{54.72, 9.43}
{48.05, 12.47}
{49.58, 8.31}
{54.75, 9.72}
{50., 6.5}
{50.17, 7.2}
{50.18, 6.88}
{49.36, 9.04}
{54.75, 9.77}
{53.23, 11.42}
{53.85, 11.52}
{52.53, 7.47}
{51.4, 12.03}
{50.30, 11.8}
{48.82, 10.76}
{54.28, 10.05}
{53.03, 11.46}
{50.18, 11.85}
{52.38, 10.4}
{49.78, 7.62}
{50.5, 7.83}
{49.29,8.27}
{48.68, 12.88}
{50.63, 11.48}
{52.67, 8.98}
{51.57, 10.94}
{48.02, 12.15}
{52.32, 12.18}
{49.93, 6.82}
{54., 12.03}
{53.58, 10.4}
{53.87,11.62}
{48.65, 10.43}
{49.03, 10.45}
{49.57,8.1}
{48.03, 10.43}
{47.97, 10.47}
{54.03, 12.02}
{47.77,11.62}
{50.87, 13.87}
{54.5, 9.77}
{54.30, 10.43}
{48.07, 10.58}
{49.9, 11.72}
{54.12, 13.62}
{50.43, 12.42}
{51.07,14.53}
{53.83, 10.58}
{49.67, 6.600}
{53.17,10.8}
{51.07, 11.34}
{53.32, 9.77}
{49.95, 11.17}
{51.58, 11.92}
{48.25, 10.63}
{50.85, 11.32}
{49.75, 8.03}
{50.08, 9.72}
{48.57, 12.23}
{52.18, 10.72}
{51.95, 11.55}
{54.87, 8.73}
{54.4, 9.85}
{50.53, 10.42}
{53.37, 8.83}
{49.02, 10.85}
{50.35, 12.17}
{48.28,9.95}
{50.57, 11.08}
{48.06, 10.28}
{48.73,11.92}
{48.65, 11.85}
{52.1, 9.82}
{47.7, 10.6}
{50.23,11.53}
{54.18, 13.08}
{51.43, 11.67}
{53.6, 9.63}
{54.4, 9.18}
{51.23, 10.25}
{48.22, 12.}
{50.5, 7.55}
{54.38, 9.9}
{53.65, 10.4}
{49.9, 11.22}
{48.12, 10.13}
{50.73, 12.78}
{52.42, 12.33}
{47.98, 10.83}
{51.07, 14.57}
{54.19, 9.06}
{53.75, 11.35}
{48.92, 10.46}
{49.48, 7.350}
{50.52,7.600}
{50.68, 9.97}
{52.23, 11.68}
{52.57,7.08}
{50.83, 10.37}
{49.9, 6.88}
{49.23,12.18}
{51.07, 11.92}
{49.88, 10.17}
{49.86, 8.17}
{51.08, 13.15}
{52.97, 9.08}
{49.13, 7.55}
{49.85, 8.25}
{53.6, 8.88}
{48.05, 10.18}
{53.23, 10.57}
{54.13, 10.22}
{52.35, 11.73}
{48.35, 12.33}
{48.82, 10.51}
{50.02, 7.}
{48.33, 12.55}
{48.57, 10.65}
{50.08, 6.270}
{48.05, 8.88}
{49.82, 11.83}
{49.94, 9.86}
{53.18, 9.23}
{53.35, 9.77}
{53.48, 8.97}
{52.47, 10.75}
{50.32, 7.66}
{50.72, 11.65}
{50.77, 13.17}
{50.63, 7.9}
{52.22, 11.25}
{50.33, 7.770}
{49.88, 12.12}
{50.78, 7.68}
{49.45, 10.6}
{53.73, 9.77}
{51.13, 10.22}
{52.88, 10.55}
{51.75, 12.52}
{54.17, 9.}
{50.4, 7.18}
{51.76, 13.11}
{52.72, 11.85}
{51.73, 9.4}
{50.1, 6.82}
{49.9, 7.46}
{48.07, 10.68}
{52.4, 9.3}
{52.63, 9.02}
{50.48, 7.95}
{53.23,10.67}
{50.6, 8.02}
{49.12, 13.20}
{53.6,11.35}
{49.57, 10.73}
{49.82, 7.43}
{47.93, 10.75}
{51.97, 12.73}
{50.27, 7.17}
{53.87, 9.68}
{52.82, 10.67}
{49.57, 6.37}
{49.9, 9.67}
{50.62, 7.63}
{52.55, 14.07}
{49.82, 7.8}
{49.55, 11.52}
{53.32, 10.02}
{50.18,11.20}
{53.48, 13.15}
{47.95, 7.83}
{47.95,10.55}
{51.02, 11.42}
{50.92, 10.8}
{51.88, 11.42}
{49.15, 10.88}
{52.68, 12.72}
{52.77, 10.5}
{49.6, 12.25}
{53.47, 13.23}
{47.75, 8.17}
{50.92, 11.15}
{54.32, 9.87}
{51.65, 12.1}
{48.53, 10.63}
{48.044022, 11.618629}
{51.57, 11.57}
{51.12, 12.93}
{51.57,14.57}
{53.68, 10.39}
{51.05, 12.07}
{49.9, 6.65}
{53.63,12.07}
{52.18, 10.67}
{49.22, 8.15}
{53.78, 10.35}
{54.38, 8.93}
{48.52, 10.17}
{53.63, 11.77}
{50.85, 11.9}
{50.18, 6.63}
{49.93, 9.57}
{50.58, 7.57}
{52.47, 12.73}
{50.02, 9.78}
{48.80,11.87}
{49.7, 6.72}
{53.93, 9.85}
{49.45,12.37}
{48.83, 13.23}
{49.63, 11.13}
{49.68, 9.9}
{50.25,7.62}
{50.93, 11.88}
{54.08, 11.70}
{48.47, 11.65}
{53.08, 11.19}
{49.7, 10.13}
{52.52, 10.8}
{53.77,10.93}
{51.5, 11.52}
{47.83, 10.83}
{49.38, 7.73}
{51.18,14.87}
{53.45, 10.5}
{52.7, 8.93}
{49.72, 10.43}
{49.63, 6.78}
{48.05, 8.15}
{54.,9.38}
{50.93, 14.12}
{49.6, 9.88}
{54.65, 9.05}
{51., 10.58}
{48.55, 10.33}
{50.1,12.1}
{48.32, 13.20}
{49.63, 7.12}
{48.15, 10.3}
{49.25,7.73}
{49.80, 7.95}
{51.38, 13.67}
{50.53, 10.43}
{48.97, 12.97}
{54.23, 9.53}
{47.92, 10.52}
{53.78, 9.72}
{54.03, 9.28}
{51.35, 12.16}
{49.07, 10.48}
{48.23, 9.57}
{49.83, 9.4}
{50.58, 8.05}
{50.35, 10.25}
{54.33, 13.73}
{50.37, 10.23}
{48.08, 10.43}
{52.83, 11.25}
{49.42, 10.22}
{51.93, 11.5}
{53.80, 11.35}
{50.47, 12.33}
{49.62,7.520}
{50.93, 11.92}
{53.1, 9.47}
{51.9, 10.85}
{53.02,9.4}
{49.82, 11.18}
{50.52, 7.45}
{50.15, 7.5}
{50.92, 10.58}
{50.17,7.55}
{53.53, 13.59}
{49.71, 8.17}
{53.92,11.53}
{52.92, 7.28}
{52.15, 11.43}
{51.38, 13.73}
{50.52, 12.82}
{49.07, 7.97}
{51.25, 11.95}
{51.95, 9.4}
{51.57, 11.73}
{49.4, 10.58}
{49.83, 7.68}
{51.05, 10.22}
{54.25, 13.18}
{50.47, 11.08}
{49.9, 7.07}
{52.62, 8.8}
{49.55, 7.88}
{51.52, 12.07}
{50.9, 12.27}
{49.4, 7.48}
{51.67, 12.}
{52.57, 8.8}
{49.62, 7.55}
{54.32, 13.12}
{50.67, 8.02}
{50.78, 11.52}
{54.08, 11.97}
{49.6, 12.02}
{53.67, 13.37}
{50.63, 12.47}
{54.37, 10.02}
